State,Location,Latitude,Longitude
Maharashtra,Kalas,18.17,74.79
Maharashtra,Kali,19.94,77.73
Maharashtra,Kalmeshwar,21.23,78.92
Maharashtra,Kalundri,18.98,73.13
Maharashtra,Kalyan,19.24,73.14
Maharashtra,Kalyani Nagar,18.55,73.90
Maharashtra,Kamargaon,20.62,77.50
Maharashtra,Kamatgi,16.12,75.85
Maharashtra,Kamptee,21.23,79.20
Maharashtra,Kamthi,21.22,79.20
Maharashtra,Kandri,21.42,79.28
Maharashtra,Kankauli,16.27,73.71
Maharashtra,Kankavli,16.29,73.68
Maharashtra,Kannad,20.26,75.14
Maharashtra,Karad,17.29,74.18
Maharashtra,Karajagi,17.12,75.58
Maharashtra,Karanja,20.48,77.49
Maharashtra,Karanja Lad,20.48,77.48
Maharashtra,Karjat,18.91,73.32
Maharashtra,Karkamb,17.87,75.30
Maharashtra,Karmala,18.41,75.19
Maharashtra,Kasara,19.63,73.48
Maharashtra,Kasoda,20.82,75.30
Maharashtra,Kati,17.96,75.89
Maharashtra,Katol,21.27,78.59
Maharashtra,Katral,17.17,75.63
Maharashtra,Khadki,18.56,73.85
Maharashtra,Khalapur,18.82,73.27
Maharashtra,Khallar,21.04,77.47
Maharashtra,Khamgaon,20.71,76.57
Maharashtra,Khanapur,17.26,74.70
Maharashtra,Khandala,18.06,74.01
Maharashtra,Khangaon,20.50,78.62
Maharashtra,Khapa,21.42,78.98
Maharashtra,Kharakvasla,18.44,73.78
Maharashtra,Kharda,18.64,75.48
Maharashtra,Kharghar,19.04,73.06
Maharashtra,Kharsundi,17.34,74.78
Maharashtra,Khed,17.72,73.40
Maharashtra,Khede,20.91,74.63
Maharashtra,Khetia,21.67,74.59
Maharashtra,Khoni,19.31,73.05
Maharashtra,Khopoli,18.79,73.35
Maharashtra,Khuldabad,20.01,75.19
Maharashtra,Kinwat,19.63,78.20
Maharashtra,Kodoli,16.88,74.19
Maharashtra,Kolhapur,16.69,74.23
Maharashtra,Kondalwadi,18.81,77.77
Maharashtra,Kondhali,21.15,78.62
Maharashtra,Kopar Khairane,19.10,73.01
Maharashtra,Kopargaon,19.88,74.48
Maharashtra,Kopela,18.83,80.23
Maharashtra,Koradi,21.25,79.11
Maharashtra,Koregaon,18.65,74.06
Maharashtra,Koynanagar,17.40,73.77
Maharashtra,Kudal,16.01,73.69
Maharashtra,Kuhi,21.01,79.35
Maharashtra,Kurandvad,16.68,74.59
Maharashtra,Kurankhed,20.70,77.25
Maharashtra,Kurduvadi,18.09,75.42
Maharashtra,Kusumba,20.92,74.65
Maharashtra,Lakhandur,20.75,79.88
Maharashtra,Lanja,16.86,73.55
Maharashtra,Lasalgaon,20.14,74.24
Maharashtra,Latur,18.40,76.80
Maharashtra,Lavasa,18.41,73.51
Maharashtra,Lohogaon,18.60,73.93
Maharashtra,Lonar,19.99,76.52
Maharashtra,Lonavla,18.75,73.41
Maharashtra,Mahabaleshwar,17.56,73.40
Maharashtra,Mahad,18.08,73.42
Maharashtra,Mahape,19.12,73.03
Maharashtra,Mahim,19.04,72.84
Maharashtra,Maindargi,17.46,76.29
Maharashtra,Majalgaon,19.16,76.21
Maharashtra,Makhjan,17.27,73.50
Maharashtra,Malabar Hill,18.95,72.80
Maharashtra,Malad,19.19,72.85
Maharashtra,Malegaon,20.55,74.53
Maharashtra,Malkapur,17.26,74.18
Maharashtra,Malvan,16.06,73.46
Maharashtra,Manchar,19.00,73.94
Maharashtra,Mandangad,17.98,73.25
Maharashtra,Mandhal,20.95,79.47
Maharashtra,Mandwa,18.80,72.88
Maharashtra,Mangaon,18.23,73.28
Maharashtra,Mangrul Pir,20.31,77.34
Maharashtra,Manjlegaon,19.15,76.23
Maharashtra,Mankeshwar,18.35,75.64
Maharashtra,Mankhurd,19.05,72.93
Maharashtra,Manmad,20.25,74.44
Maharashtra,Manor,19.72,72.91
Maharashtra,Mansar,21.40,79.26
Maharashtra,Manwat,19.30,76.50
Maharashtra,Manwath,19.30,76.50
Maharashtra,Maregaon,20.10,78.82
Maharashtra,Mastiholi,16.08,74.55
Maharashtra,Masur,17.40,74.15
Maharashtra,Matheran,18.98,73.27
Maharashtra,Matunga,19.02,72.84
Maharashtra,Mazagaon,18.97,72.85
Maharashtra,Mehekar,20.15,76.57
Maharashtra,Mehergaon,20.97,74.63
Maharashtra,Mehkar,20.15,76.58
Maharashtra,Mhasla,18.13,73.11
Maharashtra,Mhasvad,17.63,74.79
Maharashtra,Miraj,16.83,74.63
Maharashtra,Mohadi,21.31,79.68
Maharashtra,Mohol,17.82,75.67
Maharashtra,Mohpa,21.31,78.83
Maharashtra,Mokhada taluka,19.93,73.33
Maharashtra,Mora,18.89,72.93
Maharashtra,Moram,17.79,76.47
Maharashtra,Morsi,21.34,78.01
Maharashtra,Mowad,21.46,78.45
Maharashtra,Mudkhed,19.16,77.50
Maharashtra,Mukher,18.71,77.37
Maharashtra,Mul,20.07,79.68
Maharashtra,Mulher,20.78,74.06
Maharashtra,Mulund,19.17,72.96
Maharashtra,Mumbai,19.07,72.88
Maharashtra,Mumbai Suburban,19.13,72.85
Maharashtra,Murbad,19.25,73.39
Maharashtra,Murgud,16.40,74.19
Maharashtra,Murtajapur,20.73,77.37
Maharashtra,Murum,17.79,76.47
Maharashtra,Nadgaon,20.90,76.01
Maharashtra,Nagapur,18.87,76.43
Maharashtra,Nagothana,18.54,73.13
Maharashtra,Nagpur,21.15,79.08
Maharashtra,Nagpur Division,21.15,79.11
Maharashtra,Nala Sopara,19.42,72.86
Maharashtra,Naldurg,17.82,76.28
Maharashtra,Nalegaon,18.42,76.82
Maharashtra,Nampur,20.73,74.31
Maharashtra,Nanded,18.92,77.50
Maharashtra,Nandgaon,20.31,74.66
Maharashtra,Nandnee,17.46,75.85
Maharashtra,Nandura,20.83,76.46
Maharashtra,Nandura Buzurg,20.83,76.46
Maharashtra,Nandurbar,21.37,74.20
Maharashtra,Narayangaon,19.07,73.97
Maharashtra,Nardana,21.20,74.82
Maharashtra,Nariman Point,18.92,72.83
Maharashtra,Narkhed,21.47,78.53
Maharashtra,Nashik,20.00,73.79
Maharashtra,Nashik Division,19.98,73.79
Maharashtra,Navapur,21.17,73.78
Maharashtra,Navi Mumbai,19.04,73.02
Maharashtra,Neral,19.02,73.32
Maharashtra,Nerur,15.98,73.65
Maharashtra,Nevasa,19.53,74.93
Maharashtra,Nighoj,18.96,74.28
Maharashtra,Nilanga,18.12,76.75
Maharashtra,Nipani,16.40,74.38
Maharashtra,Niphad,20.08,73.80
Maharashtra,Nira Narsingpur,17.98,75.12
Maharashtra,Osmanabad,18.25,76.17
Maharashtra,Ozar,20.09,73.93
Maharashtra,Pabal,18.83,74.05
Maharashtra,Pachora,20.67,75.35
Maharashtra,Pahur,20.70,75.68
Maharashtra,Paithan,19.48,75.39
Maharashtra,Palghar,19.70,72.77
Maharashtra,Pali,18.54,73.22
Maharashtra,Palso,20.77,77.23
Maharashtra,Panchgani,17.92,73.80
Maharashtra,Pandharpur,17.68,75.33
Maharashtra,Pandhurli,19.83,73.85
Maharashtra,Panhala,16.81,74.11
Maharashtra,Panvel,18.99,73.11
Maharashtra,Parbhani,19.50,76.75
Maharashtra,Parel,18.99,72.84
Maharashtra,Parli Vaijnath,18.85,76.53
Maharashtra,Parner,19.00,74.44
Maharashtra,Parola,20.88,75.12
Maharashtra,Parseoni,21.38,79.15
Maharashtra,Partur,19.60,76.22
Maharashtra,Patan,17.38,73.90
Maharashtra,Pathardi,19.17,75.17
Maharashtra,Pathri,19.26,76.43
Maharashtra,Patur,20.46,76.94
Maharashtra,Paturda,20.95,76.72
Maharashtra,Paud,18.52,73.62
Maharashtra,Pauni,20.78,79.63
Maharashtra,Pawni,20.79,79.64
Maharashtra,Pedgaon,18.51,74.71
Maharashtra,Peint,20.26,73.50
Maharashtra,Pen,18.74,73.10
Maharashtra,Phaltan,17.99,74.43
Maharashtra,Phulambri,20.10,75.42
Maharashtra,Piliv,17.68,74.97
Maharashtra,Pimpalgaon Baswant,20.17,73.98
Maharashtra,Pimpalgaon Raja,20.72,76.43
Maharashtra,Pimpri,18.62,73.81
Maharashtra,Pimpri-Chinchwad,18.63,73.81
Maharashtra,Pipri,19.79,75.54
Maharashtra,Powai,19.12,72.90
Maharashtra,Prabhadevi,19.02,72.83
Maharashtra,Prakasha,21.52,74.32
Maharashtra,Pulgaon,20.72,78.32
Maharashtra,Pune,18.52,73.86
Maharashtra,Pune Division,18.75,73.75
Maharashtra,Puntamba,19.75,74.63
Maharashtra,Pural,16.45,73.37
Maharashtra,Purna,19.18,77.03
Maharashtra,Pusad,19.91,77.58
Maharashtra,Radhanagari,16.41,74.00
Maharashtra,Rahata,19.72,74.48
Maharashtra,Rahimatpur,17.59,74.20
Maharashtra,Rahuri,19.39,74.65
Maharashtra,Raigarh,18.57,73.13
Maharashtra,Raireshwar,18.05,73.73
Maharashtra,Rajapur,16.66,73.52
Maharashtra,Rajgurunagar,18.87,73.90
Maharashtra,Rajur,20.11,78.89
Maharashtra,Rajura,19.78,79.36
Maharashtra,Ralegaon,20.25,79.81
Maharashtra,Ramewadi,16.03,74.35
Maharashtra,Ramtek,21.40,79.33
Maharashtra,Ratnagiri,17.00,73.50
Maharashtra,Raver,21.25,76.04
Maharashtra,Renapur,18.52,76.60
Maharashtra,Renavi,17.27,74.61
Maharashtra,Revadanda,18.55,72.93
Maharashtra,Revdanda,18.55,72.93
Maharashtra,Risod,19.98,76.79
Maharashtra,Roha,18.44,73.12
Maharashtra,Sailu,19.47,76.47
Maharashtra,Sakol,18.28,76.88
Maharashtra,Sakoli,21.08,79.98
Maharashtra,Sakri,20.99,74.31
Maharashtra,Samudrapur,20.65,78.97
Maharashtra,Sangameshwar,17.19,73.55
Maharashtra,Sangamner,19.57,74.21
Maharashtra,Sangli,17.11,74.77
Maharashtra,Sangola,17.44,75.19
Maharashtra,Sangole,17.44,75.19
Maharashtra,Sangrampur,21.03,76.68
Maharashtra,Saoli,20.08,79.78
Maharashtra,Saoner,21.39,78.92
Maharashtra,Sarangkheda,21.43,74.53
Maharashtra,Sasvad,18.34,74.03
Maharashtra,Saswad,18.55,74.00
Maharashtra,Satana,20.59,74.20
Maharashtra,Satara,17.69,73.99
Maharashtra,Satara Division,17.73,74.06
Maharashtra,Satpati,19.72,72.70
Maharashtra,Savantvadi,15.90,73.82
Maharashtra,Savda,21.15,75.89
Maharashtra,Savlaj,17.10,74.78
Maharashtra,Sawantvadi,16.00,73.75
Maharashtra,Selu,19.46,76.44
Maharashtra,Sevagram,20.73,78.66
Maharashtra,Sewri,19.00,72.86
Maharashtra,Shahada,21.55,74.47
Maharashtra,Shahapur,19.45,73.33
Maharashtra,Shedbal,16.69,74.75
Maharashtra,Shegaon,20.79,76.70
Maharashtra,Shevgaon,19.35,75.23
Maharashtra,Shikrapur,18.69,74.14
Maharashtra,Shiraguppi,16.62,74.71
Maharashtra,Shirala,16.98,74.12
Maharashtra,Shirdi,19.77,74.48
Maharashtra,Shirgaon,19.70,72.72
Maharashtra,Shirol,16.73,74.60
Maharashtra,Shirpur,21.35,74.88
Maharashtra,Shirud,20.72,74.90
Maharashtra,Shirwal,18.15,73.98
Maharashtra,Shivaji Nagar,18.53,73.85
Maharashtra,Shrigonda,18.62,74.70
Maharashtra,Sillod,20.30,75.65
Maharashtra,Sindewahi,20.28,79.65
Maharashtra,Sindhudurg,16.17,73.70
Maharashtra,Sindi,20.81,78.89
Maharashtra,Sindkheda,21.27,74.73
Maharashtra,Sinnar,19.85,74.00
Maharashtra,Sion,19.04,72.86
Maharashtra,Sironcha,18.83,79.96
Maharashtra,Sirur,18.83,74.37
Maharashtra,Sivala,16.76,82.09
Maharashtra,Solapur,17.75,75.50
Maharashtra,Sonala,21.12,76.73
Maharashtra,Sonegaon,20.63,78.69
Maharashtra,Songir,21.08,74.78
Maharashtra,Sonvad,21.08,75.35
Maharashtra,Soygaon,20.60,75.62
Maharashtra,Srivardhan,18.05,73.02
Maharashtra,Surgana,20.56,73.64
Maharashtra,Taklibhan,19.62,74.80
Maharashtra,Talbid,17.35,74.13
Maharashtra,Talegaon Dabhade,18.74,73.68
Maharashtra,Talegaon Dhamdhere,18.67,74.15
Maharashtra,Taloda,21.56,74.21
Maharashtra,Talode,21.56,74.83
Maharashtra,Tarapur,19.86,72.68
Maharashtra,Tardeo,18.97,72.81
Maharashtra,Tasgaon,17.04,74.60
Maharashtra,Telhara,21.03,76.84
Maharashtra,Thalner,21.25,74.97
Maharashtra,Thane,19.33,73.25
Maharashtra,Trimbak,19.93,73.53
Maharashtra,Trombay,19.00,72.90
Maharashtra,Tuljapur,18.01,76.07
Maharashtra,Tumsar,21.38,79.73
Maharashtra,Udgir,18.39,77.12
Maharashtra,Ulhasnagar,19.22,73.15
Maharashtra,Umarga,17.84,76.62
Maharashtra,Umarkhed,19.60,77.69
Maharashtra,Umred,20.85,79.32
Maharashtra,Uran,18.88,72.94
Maharashtra,Uruli Kanchan,18.48,74.13
Maharashtra,Vada,19.65,73.15
Maharashtra,Vadgaon,18.75,73.64
Maharashtra,Vadner,20.25,74.03
Maharashtra,Vaijapur,19.93,74.73
Maharashtra,Vairag,18.05,75.80
Maharashtra,Valsang,17.60,76.08
Maharashtra,Vangaon,19.87,72.75
Maharashtra,Varangaon,21.02,75.91
Maharashtra,Vashi,19.08,73.01
Maharashtra,Vasind,19.41,73.26
Maharashtra,Vatul,16.75,73.60
Maharashtra,Velas,17.96,73.05
Maharashtra,Velneshwar,17.38,73.20
Maharashtra,Vengurla,15.86,73.63
Maharashtra,Vijaydurg,16.57,73.33
Maharashtra,Vikhroli,19.11,72.94
Maharashtra,Vile Parle,19.10,72.83
Maharashtra,Vinchur,20.12,74.28
Maharashtra,Virar,19.46,72.81
Maharashtra,Vita,17.27,74.54
Maharashtra,Vite,17.27,74.54
Maharashtra,Wadala,19.02,72.86
Maharashtra,Wadgaon,18.74,73.64
Maharashtra,Wadner,20.85,76.33
Maharashtra,Wadwani,18.98,76.05
Maharashtra,Wagholi,17.90,74.08
Maharashtra,Wai,17.95,73.89
Maharashtra,Wakad,18.60,73.76
Maharashtra,Walgaon,21.00,77.71
Maharashtra,Walki,18.95,74.75
Maharashtra,Wani,20.06,78.95
Maharashtra,Wardha,20.74,78.60
Maharashtra,Warora,20.23,79.00
Maharashtra,Warud,21.47,78.27
Maharashtra,Washim,20.20,77.20
Maharashtra,Worli,19.00,72.82
Maharashtra,Yaval,21.17,75.70
Maharashtra,Yavatmal,20.15,78.35
Maharashtra,Yeola,20.04,74.49
Manipur,Bishnupur,24.61,93.78
Manipur,Churachandpur,24.33,93.68
Manipur,Imphal,24.81,93.94
Manipur,Kakching,24.50,93.98
Manipur,Mayang Imphal,24.61,93.89
Manipur,Moirang,24.50,93.78
Manipur,Phek,25.67,94.50
Manipur,Senapati,25.27,94.02
Manipur,Tamenglong,24.98,93.52
Manipur,Thoubal,24.62,94.01
Manipur,Ukhrul,25.05,94.36
Manipur,Wangjing,24.59,94.06
Manipur,Yairipok,24.68,94.05
Meghalaya,Cherrapunji,25.30,91.70
Meghalaya,East Garo Hills,25.61,90.62
Meghalaya,East Jaintia Hills,25.36,92.37
Meghalaya,East Khasi Hills,25.38,91.79
Meghalaya,Mairang,25.56,91.64
Meghalaya,Mankachar,25.53,89.86
Meghalaya,Nongpoh,25.90,91.88
Meghalaya,Nongstoin,25.52,91.26
Meghalaya,North Garo Hills,25.90,90.62
Meghalaya,Ri-Bhoi,25.89,91.83
Meghalaya,Shillong,25.57,91.88
Meghalaya,South Garo Hills,25.30,90.59
Meghalaya,South West Garo Hills,25.47,89.93
Meghalaya,South West Khasi Hills,25.32,91.29
Meghalaya,Tura,25.51,90.20
Meghalaya,West Garo Hills,25.57,90.22
Meghalaya,West Jaintia Hills,25.50,92.25
Meghalaya,West Khasi Hills,25.55,91.27
Mizoram,Aizawl,23.80,92.90
Mizoram,Champhai,23.47,93.33
Mizoram,Darlawn,24.01,92.92
Mizoram,Khawhai,23.38,93.13
Mizoram,Kolasib,24.22,92.68
Mizoram,Lawngtlai,22.53,92.90
Mizoram,Lunglei,22.90,92.75
Mizoram,Mamit,23.78,92.47
Mizoram,North Vanlaiphai,23.13,93.07
Mizoram,Saiha,22.49,92.98
Mizoram,Sairang,23.81,92.65
Mizoram,Saitlaw,23.97,92.57
Mizoram,Serchhip,23.28,92.90
Mizoram,Thenzawl,23.32,92.75
Nagaland,Dimapur,25.78,93.79
Nagaland,Kohima,25.67,94.11
Nagaland,Mokokchung,26.31,94.52
Nagaland,Mon,26.75,94.83
Nagaland,Peren,25.51,93.74
Nagaland,Phek,25.75,94.50
Nagaland,Tuensang,26.27,94.82
Nagaland,Wokha,26.17,94.25
Nagaland,Zunheboto,26.00,94.50
Odisha,Angul,20.84,85.10
Odisha,Asika,19.61,84.66
Odisha,Athagarh,20.52,85.63
Odisha,Bada Barabil,22.11,85.39
Odisha,Balangir,20.75,83.25
Odisha,Balasore,21.49,86.93
Odisha,Baleshwar,21.50,86.75
Odisha,Balimila,18.25,82.11
Odisha,Balugaon,20.18,85.11
Odisha,Banapur,19.78,85.17
Odisha,Banki,20.38,85.53
Odisha,Banposh,22.25,84.81
Odisha,Baragarh,21.33,83.62
Odisha,Barbil,22.10,85.38
Odisha,Bargarh,21.33,83.62
Odisha,Barpali,21.19,83.59
Odisha,Basudebpur,21.12,86.73
Odisha,Baud,20.84,84.33
Odisha,Baudh,20.83,84.33
Odisha,Belaguntha,19.88,84.64
Odisha,Bhadrak,21.00,86.60
Odisha,Bhadrakh,21.05,86.52
Odisha,Bhanjanagar,19.93,84.58
Odisha,Bhawanipatna,19.91,83.17
Odisha,Bhuban,20.88,85.83
Odisha,Bhubaneshwar,20.27,85.83
Odisha,Binka,21.03,83.81
Odisha,Birmitrapur,22.40,84.77
Odisha,Bolanikhodan,22.11,85.34
Odisha,Brahmapur,19.31,84.79
Odisha,Brajarajnagar,21.82,83.92
Odisha,Buguda,19.81,84.79
Odisha,Burla,21.51,83.87
Odisha,Champua,22.07,85.66
Odisha,Chandbali,20.78,86.74
Odisha,Chatrapur,19.36,84.98
Odisha,Chikitigarh,19.20,84.61
Odisha,Chittarkonda,18.13,82.11
Odisha,Cuttack,20.50,86.25
Odisha,Daitari,21.10,85.75
Odisha,Deogarh,21.54,84.73
Odisha,Dhenkanal,20.75,85.50
Odisha,Digapahandi,19.37,84.57
Odisha,Gajapati,18.91,84.20
Odisha,Ganjam,19.39,85.05
Odisha,Gopalpur,19.26,84.91
Odisha,Gudari,19.35,83.78
Odisha,Gunupur,19.08,83.81
Odisha,Hinjilikatu,19.48,84.74
Odisha,Hirakud,21.53,83.87
Odisha,Jagatsinghapur,20.26,86.17
Odisha,Jagatsinghpur,20.20,86.30
Odisha,Jajpur,20.84,86.31
Odisha,Jaleshwar,21.80,87.22
Odisha,Jatani,20.16,85.71
Odisha,Jeypore,18.86,82.57
Odisha,Jharsuguda,21.86,84.01
Odisha,Kaintragarh,20.72,84.54
Odisha,Kalahandi,19.75,83.00
Odisha,Kamakhyanagar,20.93,85.54
Odisha,Kandhamal,20.30,84.00
Odisha,Kantabanji,20.47,82.92
Odisha,Kantilo,20.36,85.19
Odisha,Kendrapara,20.50,86.50
Odisha,Kendraparha,20.50,86.42
Odisha,Kendujhar,21.50,85.50
Odisha,Kesinga,20.19,83.22
Odisha,Khallikot,19.61,85.09
Odisha,Kharhial,20.29,82.76
Odisha,Khordha,20.20,85.60
Odisha,Khurda,20.18,85.62
Odisha,Kiri Buru,22.08,85.35
Odisha,Kodala,19.62,84.94
Odisha,Konarka,19.90,86.11
Odisha,Koraput,19.00,83.00
Odisha,Kuchaiburi,22.27,86.17
Odisha,Kuchinda,21.74,84.35
Odisha,Malakanagiri,18.36,81.89
Odisha,Malkangiri,18.25,81.95
Odisha,Mayurbhanj,21.75,86.50
Odisha,Nabarangpur,19.23,82.55
Odisha,Nayagarh,20.13,85.10
Odisha,Nilgiri,21.46,86.77
Odisha,Nimaparha,20.06,86.00
Odisha,Nowrangapur,19.23,82.55
Odisha,Nuapada,20.60,82.50
Odisha,Padampur,21.00,83.06
Odisha,Paradip Garh,20.32,86.61
Odisha,Patamundai,20.58,86.56
Odisha,Patnagarh,20.71,83.13
Odisha,Phulbani,20.48,84.23
Odisha,Pipili,20.11,85.83
Odisha,Polasara,19.69,84.81
Odisha,Puri,19.90,85.60
Odisha,Purushottampur,19.52,84.89
Odisha,Rambha,19.52,85.10
Odisha,Raurkela,22.22,84.86
Odisha,Rayagada,19.40,83.50
Odisha,Remuna,21.53,86.87
Odisha,Rengali,21.65,84.05
Odisha,Sambalpur,21.40,83.88
Odisha,Sonepur,20.83,83.92
Odisha,Sorada,19.76,84.43
Odisha,Soro,21.28,86.69
Odisha,Subarnapur,20.93,83.82
Odisha,Sundargarh,22.25,84.50
Odisha,Talcher,20.95,85.23
Odisha,Tarabha,20.73,83.67
Odisha,Titlagarh,20.29,83.15
Odisha,Udayagiri,20.12,84.37
Puducherry,Karaikal,10.92,79.83
Puducherry,Mahe,11.70,75.53
Puducherry,Yanam,16.73,82.22
Punjab,Abohar,30.14,74.20
Punjab,Adampur,31.43,75.71
Punjab,Ajitgarh,30.65,76.70
Punjab,Ajnala,31.84,74.76
Punjab,Akalgarh,29.82,75.89
Punjab,Alawalpur,31.43,75.66
Punjab,Amloh,30.61,76.23
Punjab,Amritsar,31.67,74.84
Punjab,Anandpur Sahib,31.24,76.50
Punjab,Badhni Kalan,30.68,75.29
Punjab,Bagha Purana,30.69,75.10
Punjab,Bakloh,32.48,75.92
Punjab,Balachor,31.06,76.30
Punjab,Banga,31.19,75.99
Punjab,Banur,30.55,76.72
Punjab,Barnala,30.37,75.55
Punjab,Batala,31.81,75.20
Punjab,Begowal,31.61,75.52
Punjab,Bhadaur,30.48,75.33
Punjab,Bhatinda,30.21,74.94
Punjab,Bhawanigarh,30.27,76.04
Punjab,Bhikhi,30.06,75.54
Punjab,Bhogpur,31.55,75.64
Punjab,Bholath,31.54,75.51
Punjab,Budhlada,29.93,75.56
Punjab,Chima,30.69,76.09
Punjab,Dasuya,31.82,75.65
Punjab,Dera Baba Nanak,32.04,75.03
Punjab,Dera Bassi,30.59,76.84
Punjab,Dhanaula,30.28,75.57
Punjab,Dhariwal,31.96,75.32
Punjab,Dhilwan,31.51,75.35
Punjab,Dhudi,30.70,74.85
Punjab,Dhuri,30.37,75.87
Punjab,Dina Nagar,32.14,75.47
Punjab,Dirba,30.07,76.00
Punjab,Doraha,30.80,76.02
Punjab,Faridkot,30.67,74.76
Punjab,Fatehgarh Churian,31.86,74.96
Punjab,Fatehgarh Sahib,30.64,76.35
Punjab,Fazilka,30.40,74.03
Punjab,Firozpur,30.93,74.61
Punjab,Gardhiwala,31.74,75.76
Punjab,Garhshankar,31.22,76.14
Punjab,Ghanaur,30.33,76.61
Punjab,Giddarbaha,30.20,74.67
Punjab,Gurdaspur,31.92,75.27
Punjab,Guru Har Sahai,30.71,74.40
Punjab,Hajipur,31.98,75.75
Punjab,Hariana,31.64,75.84
Punjab,Hoshiarpur,31.54,75.91
Punjab,Ishanpur,30.64,76.12
Punjab,Jagraon,30.79,75.47
Punjab,Jaito,30.45,74.89
Punjab,Jalalabad,30.61,74.26
Punjab,Jalandhar,31.42,75.62
Punjab,Jandiala,31.16,75.62
Punjab,Jandiala Guru,31.56,75.03
Punjab,Kalanaur,32.01,75.15
Punjab,Kapurthala,31.38,75.38
Punjab,Kartarpur,31.44,75.50
Punjab,Khamanon,30.82,76.35
Punjab,Khanna,30.71,76.22
Punjab,Kharar,30.75,76.65
Punjab,Khemkaran,31.14,74.56
Punjab,Kot Isa Khan,30.95,75.14
Punjab,Kotkapura,30.58,74.83
Punjab,Laungowal,30.19,75.68
Punjab,Ludhiana,30.91,75.85
Punjab,Machhiwara,30.92,76.20
Punjab,Majitha,31.76,74.96
Punjab,Makhu,31.10,75.00
Punjab,Malaut,30.21,74.48
Punjab,Malerkotla,30.53,75.88
Punjab,Mansa,29.99,75.40
Punjab,Maur Mandi,30.08,75.25
Punjab,Moga,30.80,75.15
Punjab,Mohali,30.68,76.72
Punjab,Morinda,30.79,76.50
Punjab,Mukerian,31.95,75.62
Punjab,Nabha,30.38,76.15
Punjab,Nakodar,31.13,75.48
Punjab,Nangal,31.39,76.38
Punjab,Nawanshahr,31.12,76.12
Punjab,Nurmahal,31.10,75.59
Punjab,Nurpur Kalan,31.17,76.48
Punjab,Pathankot,32.27,75.65
Punjab,Patiala,30.34,76.39
Punjab,Patti,31.28,74.86
Punjab,Phagwara,31.22,75.77
Punjab,Phillaur,31.02,75.79
Punjab,Qadian,31.82,75.38
Punjab,Rahon,31.05,76.12
Punjab,Raikot,30.65,75.60
Punjab,Rajasansi,31.72,74.80
Punjab,Rajpura,30.48,76.59
Punjab,Ram Das,31.97,74.91
Punjab,Rampura,30.26,75.24
Punjab,Rupnagar,31.04,76.52
Punjab,Samrala,30.84,76.19
Punjab,Sanaur,30.30,76.46
Punjab,Sangrur,30.25,75.84
Punjab,Sardulgarh,29.69,75.24
Punjab,Shahid Bhagat Singh Nagar,31.13,76.13
Punjab,Shahkot,31.08,75.34
Punjab,Sham Churasi,31.50,75.75
Punjab,Sirhind-Fategarh,30.64,76.38
Punjab,Sri Muktsar Sahib,30.47,74.52
Punjab,Sultanpur Lodhi,31.21,75.20
Punjab,Sunam,30.13,75.80
Punjab,Talwandi Bhai,30.86,74.93
Punjab,Talwara,31.94,75.89
Punjab,Tarn Taran Sahib,31.45,74.93
Punjab,Zira,30.97,74.99
Rajasthan,Abhaneri,27.01,76.61
Rajasthan,Abu,24.59,72.72
Rajasthan,Abu Road,24.48,72.78
Rajasthan,Ajmer,26.25,74.67
Rajasthan,Aklera,24.41,76.57
Rajasthan,Alwar,27.50,76.50
Rajasthan,Amet,25.31,73.93
Rajasthan,Anta,25.15,76.30
Rajasthan,Anupgarh,29.19,73.21
Rajasthan,Asind,25.73,74.33
Rajasthan,Bagar,28.19,75.50
Rajasthan,Bakani,24.29,76.24
Rajasthan,Bali,25.20,73.29
Rajasthan,Balotra,25.83,72.24
Rajasthan,Bandikui,27.05,76.57
Rajasthan,Banswara,23.54,74.44
Rajasthan,Baran,25.09,76.66
Rajasthan,Bari,26.65,77.62
Rajasthan,Bari Sadri,24.41,74.47
Rajasthan,Barmer,25.75,71.50
Rajasthan,Basi,26.83,76.05
Rajasthan,Basni,27.17,73.65
Rajasthan,Baswa,27.15,76.58
Rajasthan,Bayana,26.91,77.29
Rajasthan,Beawar,26.10,74.32
Rajasthan,Begun,24.98,75.00
Rajasthan,Behror,27.89,76.28
Rajasthan,Bhadasar,28.31,74.29
Rajasthan,Bhadra,29.10,75.17
Rajasthan,Bharatpur,27.21,77.29
Rajasthan,Bhasawar,27.04,77.05
Rajasthan,Bhilwara,25.50,74.75
Rajasthan,Bhindar,24.50,74.19
Rajasthan,Bhinmal,25.00,72.27
Rajasthan,Bhiwadi,28.21,76.86
Rajasthan,Bhuma,27.78,74.93
Rajasthan,Bikaner,28.02,73.31
Rajasthan,Bilara,26.18,73.71
Rajasthan,Bissau,28.25,75.08
Rajasthan,Borkhera,25.52,75.64
Rajasthan,Bundi,25.44,75.64
Rajasthan,Chaksu,26.61,75.95
Rajasthan,Chechat,24.77,75.88
Rajasthan,Chhabra,24.66,76.84
Rajasthan,Chhapar,27.82,74.44
Rajasthan,Chhoti Sadri,24.38,74.70
Rajasthan,Chidawa,28.24,75.64
Rajasthan,Chittaurgarh,24.50,74.50
Rajasthan,Churu,28.30,74.97
Rajasthan,Dariba,24.95,74.13
Rajasthan,Dausa,26.88,76.57
Rajasthan,Deoli,25.76,75.38
